EVENT,BOUT,ROUND,FIGHTER,SIG.STR. LANDED,SIG.STR. ATTEMPTED,SIG.STR. %,TOTAL STR. LANDED,TOTAL STR. ATTEMPTED,TD LANDED,TD ATTEMPTED,TD %
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 1,Rani Yahya,14,15,93.0,41,46,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 2,Rani Yahya,1,2,50.0,60,98,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 3,Rani Yahya,2,3,66.0,4,5,0,1,0.0
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 1,Russell Doane,0,2,0.0,2,4,0,0,
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 2,Russell Doane,0,2,0.0,11,22,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Rani Yahya vs. Russell Doane,Round 3,Russell Doane,2,4,50.0,2,4,0,0,
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 1,Eric Shelton,18,40,45.0,23,45,0,1,0.0
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 2,Eric Shelton,10,22,45.0,25,37,0,1,0.0
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 3,Eric Shelton,13,47,27.0,24,58,0,0,
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 1,Alex Perez,13,39,33.0,29,56,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 2,Alex Perez,6,22,27.0,22,39,1,2,50.0
UFC Fight Night: Emmett vs. Stephens,Eric Shelton vs. Alex Perez,Round 3,Alex Perez,10,21,47.0,16,28,3,6,50.0
UFC Fight Night: Emmett vs. Stephens,Albert Morales vs. Manny Bermudez,Round 1,Albert Morales,8,18,44.0,19,30,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Albert Morales vs. Manny Bermudez,Round 2,Albert Morales,11,36,30.0,11,36,0,0,
UFC Fight Night: Emmett vs. Stephens,Albert Morales vs. Manny Bermudez,Round 1,Manny Bermudez,4,8,50.0,13,17,1,1,100.0
UFC Fight Night: Emmett vs. Stephens,Albert Morales vs. Manny Bermudez,Round 2,Manny Bermudez,8,20,40.0,14,26,0,4,0.0
UFC Fight Night: Cerrone vs. Medeiros,Donald Cerrone vs. Yancy Medeiros,Round 1,Donald Cerrone,28,57,49.0,28,57,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Donald Cerrone vs. Yancy Medeiros,Round 1,Yancy Medeiros,25,79,31.0,26,80,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 1,Derrick Lewis,18,27,66.0,18,27,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 2,Derrick Lewis,4,5,80.0,5,6,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 3,Derrick Lewis,8,13,61.0,9,14,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 1,Marcin Tybura,6,10,60.0,26,31,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 2,Marcin Tybura,21,31,67.0,43,54,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,Derrick Lewis vs. Marcin Tybura,Round 3,Marcin Tybura,10,15,66.0,14,19,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 1,James Vick,23,61,37.0,27,65,0,0,
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 2,James Vick,25,50,50.0,25,50,1,2,50.0
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 3,James Vick,20,47,42.0,20,47,0,0,
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 1,Francisco Trinaldo,7,27,25.0,8,28,2,2,100.0
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 2,Francisco Trinaldo,9,30,30.0,9,30,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,James Vick vs. Francisco Trinaldo,Round 3,Francisco Trinaldo,10,33,30.0,10,33,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Thiago Alves vs. Curtis Millender,Round 1,Thiago Alves,11,46,23.0,15,50,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,Thiago Alves vs. Curtis Millender,Round 2,Thiago Alves,22,60,36.0,22,60,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Thiago Alves vs. Curtis Millender,Round 1,Curtis Millender,26,54,48.0,26,54,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Thiago Alves vs. Curtis Millender,Round 2,Curtis Millender,21,52,40.0,21,52,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 1,Steven Peterson,26,109,23.0,26,109,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 2,Steven Peterson,20,72,27.0,29,82,1,4,25.0
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 3,Steven Peterson,27,105,25.0,27,105,0,5,0.0
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 1,Brandon Davis,39,106,36.0,39,106,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 2,Brandon Davis,28,70,40.0,33,76,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Steven Peterson vs. Brandon Davis,Round 3,Brandon Davis,47,109,43.0,47,109,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 1,Sage Northcutt,22,45,48.0,36,63,1,3,33.0
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 2,Sage Northcutt,12,41,29.0,28,57,0,3,0.0
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 3,Sage Northcutt,29,52,55.0,61,84,0,3,0.0
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 1,Thibault Gouti,9,19,47.0,9,19,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 2,Thibault Gouti,14,29,48.0,15,30,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,Sage Northcutt vs. Thibault Gouti,Round 3,Thibault Gouti,5,18,27.0,6,19,3,3,100.0
UFC Fight Night: Cerrone vs. Medeiros,Jared Gordon vs. Diego Ferreira,Round 1,Jared Gordon,8,17,47.0,8,17,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Jared Gordon vs. Diego Ferreira,Round 1,Diego Ferreira,29,60,48.0,29,60,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Geoff Neal vs. Brian Camozzi,Round 1,Geoff Neal,14,31,45.0,15,32,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Geoff Neal vs. Brian Camozzi,Round 1,Brian Camozzi,7,29,24.0,9,32,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Robert Sanchez vs. Joby Sanchez,Round 1,Robert Sanchez,2,3,66.0,2,3,3,3,100.0
UFC Fight Night: Cerrone vs. Medeiros,Robert Sanchez vs. Joby Sanchez,Round 1,Joby Sanchez,1,5,20.0,5,9,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 1,Sarah Moras,28,51,54.0,49,75,1,1,100.0
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 2,Sarah Moras,8,20,40.0,19,32,0,1,0.0
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 3,Sarah Moras,7,50,14.0,12,58,1,3,33.0
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 1,Lucie Pudilova,23,37,62.0,39,55,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 2,Lucie Pudilova,19,35,54.0,26,45,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Sarah Moras vs. Lucie Pudilova,Round 3,Lucie Pudilova,33,62,53.0,42,71,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Joshua Burkman vs. Alex Morono,Round 1,Joshua Burkman,4,13,30.0,4,13,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Joshua Burkman vs. Alex Morono,Round 1,Alex Morono,7,19,36.0,7,19,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Oskar Piechota vs. Tim Williams,Round 1,Oskar Piechota,17,22,77.0,17,22,0,0,
UFC Fight Night: Cerrone vs. Medeiros,Oskar Piechota vs. Tim Williams,Round 1,Tim Williams,8,18,44.0,8,18,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 1,Yoel Romero,10,27,37.0,10,27,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 2,Yoel Romero,24,46,52.0,31,53,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 3,Yoel Romero,11,19,57.0,11,19,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 1,Luke Rockhold,18,41,43.0,18,41,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 2,Luke Rockhold,17,51,33.0,17,51,0,0,
UFC 221: Romero vs. Rockhold,Yoel Romero vs. Luke Rockhold,Round 3,Luke Rockhold,10,27,37.0,10,27,0,0,
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 1,Mark Hunt,11,21,52.0,15,25,0,0,
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 2,Mark Hunt,2,9,22.0,13,20,0,0,
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 3,Mark Hunt,1,2,50.0,7,8,0,0,
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 1,Curtis Blaydes,9,35,25.0,29,60,3,4,75.0
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 2,Curtis Blaydes,16,32,50.0,36,53,1,4,25.0
UFC 221: Romero vs. Rockhold,Mark Hunt vs. Curtis Blaydes,Round 3,Curtis Blaydes,31,38,81.0,61,71,6,6,100.0
UFC 221: Romero vs. Rockhold,Tai Tuivasa vs. Cyril Asker,Round 1,Tai Tuivasa,38,51,74.0,39,52,0,0,
UFC 221: Romero vs. Rockhold,Tai Tuivasa vs. Cyril Asker,Round 1,Cyril Asker,3,11,27.0,3,11,0,0,
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 1,Jake Matthews,26,51,50.0,46,74,0,0,
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 2,Jake Matthews,18,40,45.0,18,40,0,1,0.0
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 3,Jake Matthews,19,36,52.0,25,42,2,3,66.0
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 1,Li Jingliang,9,29,31.0,9,29,0,0,
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 2,Li Jingliang,21,78,26.0,23,82,0,0,
UFC 221: Romero vs. Rockhold,Jake Matthews vs. Li Jingliang,Round 3,Li Jingliang,19,45,42.0,24,52,0,1,0.0
UFC 221: Romero vs. Rockhold,Tyson Pedro vs. Saparbeg Safarov,Round 1,Tyson Pedro,12,23,52.0,17,28,0,1,0.0
UFC 221: Romero vs. Rockhold,Tyson Pedro vs. Saparbeg Safarov,Round 1,Saparbeg Safarov,8,22,36.0,10,24,2,5,40.0
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 1,Damien Brown,11,27,40.0,11,27,0,0,
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 2,Damien Brown,15,35,42.0,15,35,0,0,
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 3,Damien Brown,20,61,32.0,20,61,0,0,
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 1,Dong Hyun Ma,22,49,44.0,23,50,0,0,
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 2,Dong Hyun Ma,23,49,46.0,23,49,0,0,
UFC 221: Romero vs. Rockhold,Damien Brown vs. Dong Hyun Ma,Round 3,Dong Hyun Ma,22,55,40.0,22,55,0,0,
UFC 221: Romero vs. Rockhold,Rob Wilkinson vs. Israel Adesanya,Round 1,Rob Wilkinson,17,27,62.0,26,37,2,10,20.0
UFC 221: Romero vs. Rockhold,Rob Wilkinson vs. Israel Adesanya,Round 2,Rob Wilkinson,5,19,26.0,7,22,1,5,20.0
UFC 221: Romero vs. Rockhold,Rob Wilkinson vs. Israel Adesanya,Round 1,Israel Adesanya,10,16,62.0,24,31,0,0,
UFC 221: Romero vs. Rockhold,Rob Wilkinson vs. Israel Adesanya,Round 2,Israel Adesanya,42,59,71.0,46,63,0,0,
UFC 221: Romero vs. Rockhold,Alexander Volkanovski vs. Jeremy Kennedy,Round 1,Alexander Volkanovski,30,48,62.0,42,63,1,2,50.0
UFC 221: Romero vs. Rockhold,Alexander Volkanovski vs. Jeremy Kennedy,Round 2,Alexander Volkanovski,43,72,59.0,63,95,1,1,100.0
UFC 221: Romero vs. Rockhold,Alexander Volkanovski vs. Jeremy Kennedy,Round 1,Jeremy Kennedy,3,7,42.0,5,9,0,1,0.0
UFC 221: Romero vs. Rockhold,Alexander Volkanovski vs. Jeremy Kennedy,Round 2,Jeremy Kennedy,5,18,27.0,6,20,0,2,0.0
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 1,Jussier Formiga,5,9,55.0,24,28,1,2,50.0
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 2,Jussier Formiga,8,20,40.0,11,23,1,2,50.0
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 3,Jussier Formiga,14,20,70.0,15,21,0,0,
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 1,Ben Nguyen,11,22,50.0,22,34,0,0,
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 2,Ben Nguyen,9,29,31.0,14,34,0,0,
UFC 221: Romero vs. Rockhold,Jussier Formiga vs. Ben Nguyen,Round 3,Ben Nguyen,1,14,7.0,1,14,0,0,
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 1,Ross Pearson,16,52,30.0,17,53,0,0,
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 2,Ross Pearson,19,54,35.0,19,54,0,0,
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 3,Ross Pearson,23,70,32.0,23,70,0,0,
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 1,Mizuto Hirota,17,47,36.0,17,47,0,1,0.0
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 2,Mizuto Hirota,34,91,37.0,34,91,0,0,
UFC 221: Romero vs. Rockhold,Ross Pearson vs. Mizuto Hirota,Round 3,Mizuto Hirota,26,75,34.0,26,75,0,0,
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 1,Teruto Ishihara,6,14,42.0,8,16,0,2,0.0
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 2,Teruto Ishihara,10,47,21.0,10,47,1,1,100.0
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 3,Teruto Ishihara,17,48,35.0,17,48,0,1,0.0
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 1,Jose Quinonez,9,17,52.0,14,22,2,5,40.0
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 2,Jose Quinonez,19,39,48.0,19,39,0,1,0.0
UFC 221: Romero vs. Rockhold,Teruto Ishihara vs. Jose Quinonez,Round 3,Jose Quinonez,21,42,50.0,21,42,0,1,0.0
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 1,Luke Jumeau,12,37,32.0,12,37,0,0,
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 2,Luke Jumeau,25,48,52.0,26,49,1,1,100.0
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 3,Luke Jumeau,26,45,57.0,26,45,0,0,
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 1,Daichi Abe,36,82,43.0,38,87,0,0,
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 2,Daichi Abe,16,52,30.0,16,52,0,1,0.0
UFC 221: Romero vs. Rockhold,Luke Jumeau vs. Daichi Abe,Round 3,Daichi Abe,11,37,29.0,11,37,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 1,Lyoto Machida,15,26,57.0,18,29,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 2,Lyoto Machida,14,22,63.0,14,22,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 3,Lyoto Machida,10,19,52.0,11,20,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 4,Lyoto Machida,10,18,55.0,10,18,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 5,Lyoto Machida,13,27,48.0,13,27,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 1,Eryk Anders,2,6,33.0,10,17,0,0,
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 2,Eryk Anders,6,13,46.0,6,13,0,2,0.0
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 3,Eryk Anders,9,19,47.0,11,21,1,3,33.0
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 4,Eryk Anders,6,18,33.0,9,21,1,5,20.0
UFC Fight Night: Machida vs. Anders,Lyoto Machida vs. Eryk Anders,Round 5,Eryk Anders,9,21,42.0,10,22,1,1,100.0
UFC Fight Night: Machida vs. Anders,Valentina Shevchenko vs. Priscila Cachoeira,Round 1,Valentina Shevchenko,43,55,78.0,95,108,1,1,100.0
UFC Fight Night: Machida vs. Anders,Valentina Shevchenko vs. Priscila Cachoeira,Round 2,Valentina Shevchenko,52,58,89.0,135,146,1,1,100.0
UFC Fight Night: Machida vs. Anders,Valentina Shevchenko vs. Priscila Cachoeira,Round 1,Priscila Cachoeira,2,10,20.0,3,11,0,0,
UFC Fight Night: Machida vs. Anders,Valentina Shevchenko vs. Priscila Cachoeira,Round 2,Priscila Cachoeira,0,2,0.0,0,2,0,0,
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 1,Michel Prazeres,9,17,52.0,14,22,1,5,20.0
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 2,Michel Prazeres,10,17,58.0,21,28,1,1,100.0
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 3,Michel Prazeres,17,38,44.0,35,56,1,2,50.0
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 1,Desmond Green,16,25,64.0,28,37,2,2,100.0
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 2,Desmond Green,4,7,57.0,9,13,1,3,33.0
UFC Fight Night: Machida vs. Anders,Michel Prazeres vs. Desmond Green,Round 3,Desmond Green,13,29,44.0,13,29,0,1,0.0
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 1,Timothy Johnson,24,43,55.0,48,69,0,1,0.0
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 2,Timothy Johnson,23,38,60.0,47,66,0,2,0.0
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 3,Timothy Johnson,30,65,46.0,44,82,0,3,0.0
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 1,Marcelo Golm,16,26,61.0,30,40,0,0,
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 2,Marcelo Golm,29,37,78.0,39,48,0,0,
UFC Fight Night: Machida vs. Anders,Timothy Johnson vs. Marcelo Golm,Round 3,Marcelo Golm,14,24,58.0,20,31,0,0,
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 1,Douglas Silva de Andrade,27,56,48.0,28,57,1,2,50.0
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 2,Douglas Silva de Andrade,30,78,38.0,30,78,0,1,0.0
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 3,Douglas Silva de Andrade,40,98,40.0,41,99,0,0,
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 1,Marlon Vera,18,48,37.0,20,50,0,0,
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 2,Marlon Vera,23,68,33.0,24,69,0,0,
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade vs. Marlon Vera,Round 3,Marlon Vera,31,75,41.0,31,76,0,0,
UFC Fight Night: Machida vs. Anders,Thiago Santos vs. Anthony Smith,Round 1,Thiago Santos,39,48,81.0,60,70,0,1,0.0
UFC Fight Night: Machida vs. Anders,Thiago Santos vs. Anthony Smith,Round 2,Thiago Santos,19,34,55.0,20,36,0,0,
UFC Fight Night: Machida vs. Anders,Thiago Santos vs. Anthony Smith,Round 1,Anthony Smith,9,13,69.0,12,17,1,2,50.0
UFC Fight Night: Machida vs. Anders,Thiago Santos vs. Anthony Smith,Round 2,Anthony Smith,1,9,11.0,1,9,0,1,0.0
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 1,Sergio Moraes,20,51,39.0,21,53,0,1,0.0
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 2,Sergio Moraes,29,62,46.0,30,63,0,0,
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 3,Sergio Moraes,38,79,48.0,38,79,0,0,
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 1,Tim Means,28,66,42.0,35,74,0,0,
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 2,Tim Means,43,87,49.0,43,87,0,0,
UFC Fight Night: Machida vs. Anders,Sergio Moraes vs. Tim Means,Round 3,Tim Means,58,121,47.0,58,121,0,0,
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 1,Alan Patrick,17,22,77.0,45,65,6,9,66.0
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 2,Alan Patrick,5,12,41.0,26,39,1,2,50.0
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 3,Alan Patrick,6,11,54.0,20,25,2,4,50.0
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 1,Damir Hadzovic,12,14,85.0,24,27,0,0,
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 2,Damir Hadzovic,1,2,50.0,27,35,0,0,
UFC Fight Night: Machida vs. Anders,Alan Patrick vs. Damir Hadzovic,Round 3,Damir Hadzovic,7,9,77.0,16,19,0,0,
UFC Fight Night: Machida vs. Anders,Maia Stevenson vs. Polyana Viana,Round 1,Maia Stevenson,6,11,54.0,11,16,1,1,100.0
UFC Fight Night: Machida vs. Anders,Maia Stevenson vs. Polyana Viana,Round 1,Polyana Viana,12,18,66.0,25,35,1,2,50.0
UFC Fight Night: Machida vs. Anders,Iuri Alcantara vs. Joe Soto,Round 1,Iuri Alcantara,17,30,56.0,17,30,0,0,
UFC Fight Night: Machida vs. Anders,Iuri Alcantara vs. Joe Soto,Round 1,Joe Soto,1,2,50.0,1,2,0,1,0.0
UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo vs. Joseph Morales,Round 1,Deiveson Figueiredo,13,23,56.0,22,33,1,1,100.0
UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo vs. Joseph Morales,Round 2,Deiveson Figueiredo,18,39,46.0,22,43,1,1,100.0
UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo vs. Joseph Morales,Round 1,Joseph Morales,2,10,20.0,3,12,0,1,0.0
UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo vs. Joseph Morales,Round 2,Joseph Morales,7,22,31.0,8,23,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Jacare Souza vs. Derek Brunson,Round 1,Jacare Souza,9,21,42.0,9,21,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Jacare Souza vs. Derek Brunson,Round 1,Derek Brunson,8,34,23.0,8,34,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 1,Dennis Bermudez,35,66,53.0,43,74,0,4,0.0
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 2,Dennis Bermudez,27,48,56.0,41,63,0,6,0.0
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 3,Dennis Bermudez,41,82,50.0,49,90,1,1,100.0
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 1,Andre Fili,28,70,40.0,35,77,2,2,100.0
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 2,Andre Fili,23,59,38.0,27,63,2,5,40.0
UFC Fight Night: Jacare vs. Brunson 2,Dennis Bermudez vs. Andre Fili,Round 3,Andre Fili,29,100,29.0,31,102,0,5,0.0
UFC Fight Night: Jacare vs. Brunson 2,Jordan Rinaldi vs. Gregor Gillespie,Round 1,Jordan Rinaldi,7,16,43.0,7,16,0,0,
UFC Fight Night: Jacare vs. Brunson 2,Jordan Rinaldi vs. Gregor Gillespie,Round 1,Gregor Gillespie,34,55,61.0,42,63,1,2,50.0
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 1,Drew Dober,30,70,42.0,37,77,0,1,0.0
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 2,Drew Dober,67,134,50.0,71,138,0,2,0.0
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 3,Drew Dober,48,118,40.0,53,123,0,3,0.0
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 1,Frank Camacho,17,41,41.0,43,70,2,2,100.0
UFC Fight Night: Jacare vs. Brunson 2,Drew Dober vs. Frank Camacho,Round 2,Frank Camacho,37,79,46.0,38,81,0,0,
